Neighborhood,Bedrooms,Bathrooms,Square_Feet,Year_Built,Age,Property_Type,Garage_Spaces,Has_Pool,Has_Fireplace,Has_AC,Lot_Size,Distance_to_School,Distance_to_Shopping,Distance_to_Highway,Price
University,5,5,2764,1961.0,63,Single Family,2,0,0,1,,1.0,2.9,7.4,367684
Downtown,3,2,1971,1971.0,53,Single Family,2,1,0,0,8855.0,1.5,5.8,7.8,395326
University,3,4,2058,1966.0,58,Condo,0,1,0,1,6761.0,0.2,7.5,3.9,287275
Downtown,3,3,2117,1956.0,68,Single Family,2,0,0,1,6144.0,0.6,4.5,6.9,394914
Downtown,2,2,1441,2017.0,7,Single Family,3,0,0,0,2000.0,0.7,0.5,4.4,310970
Riverside,3,4,1630,1986.0,38,Condo,1,0,0,1,10770.0,0.6,0.4,2.3,328690
Riverside,4,5,2059,1987.0,37,Single Family,2,1,1,1,13249.0,3.0,2.0,2.8,452499
Uptown,2,3,1241,1960.0,64,Single Family,1,0,0,0,3836.0,1.3,1.6,3.0,199717
Suburban,2,2,1219,1950.0,74,Single Family,2,1,0,1,10080.0,2.0,0.0,0.4,189606
Hillside,2,2,1547,1974.0,50,Single Family,2,0,0,1,9955.0,0.4,1.0,0.6,249357
Hillside,3,4,1700,1991.0,33,Single Family,2,0,0,1,6456.0,0.5,4.7,2.2,330191
Hillside,6,6,3094,2001.0,23,Townhouse,2,1,1,0,5787.0,0.4,4.6,0.4,611046
Uptown,1,2,1035,1973.0,51,Townhouse,1,1,0,1,11541.0,1.7,0.5,10.1,190220
Riverside,3,5,1480,2002.0,22,Single Family,1,0,0,1,11225.0,0.6,1.0,2.1,363794
Industrial,2,3,956,2005.0,19,Single Family,2,0,0,1,9354.0,0.8,1.6,1.4,95674
University,5,6,2252,2012.0,12,Condo,0,0,1,1,6440.0,1.9,3.8,0.5,382547
University,2,2,1214,1957.0,67,Duplex,1,0,0,1,11268.0,5.4,1.5,1.6,129707
Industrial,3,4,1726,2008.0,16,Single Family,0,0,1,0,5490.0,0.3,6.9,1.1,211135
Uptown,4,5,1970,1994.0,30,Condo,0,0,0,0,12261.0,0.1,3.2,0.3,442900
Industrial,4,5,2240,1976.0,48,Townhouse,2,0,1,1,12896.0,0.3,6.1,10.2,349730
Hillside,3,3,1594,2001.0,23,Single Family,2,0,1,1,11544.0,2.0,2.6,0.9,367563
Suburban,2,3,1351,1967.0,57,Single Family,0,0,1,1,9028.0,0.3,4.2,3.5,183972
Downtown,3,3,1723,1965.0,59,Single Family,1,0,0,1,2000.0,1.3,3.6,0.3,295528
University,2,3,1646,2015.0,9,Condo,0,0,0,1,7445.0,1.3,0.6,7.3,237983
Riverside,2,2,1104,1954.0,70,Townhouse,1,0,0,0,13294.0,0.5,0.5,2.7,151186
Riverside,3,4,2141,,72,Townhouse,0,0,0,1,10811.0,0.1,4.0,3.2,342706
Uptown,2,2,1181,2019.0,5,Single Family,1,0,0,0,9305.0,0.8,0.2,4.6,260422
Riverside,2,1,1031,1956.0,68,Townhouse,2,0,1,0,5957.0,0.3,1.1,2.8,164616
Hillside,3,3,1656,1999.0,25,Townhouse,2,0,0,1,11073.0,0.3,3.4,0.2,345870
University,5,6,3148,1963.0,61,Condo,1,0,0,1,3281.0,1.1,3.4,1.7,438756
Industrial,3,3,1879,1987.0,37,Single Family,2,0,1,0,7487.0,1.7,0.3,0.9,250840
Hillside,1,1,1020,1996.0,28,Townhouse,3,0,0,1,13219.0,0.1,1.3,2.0,233258
Uptown,1,2,1059,1982.0,42,Single Family,1,1,1,0,5586.0,1.3,1.3,1.6,249662
Hillside,5,5,2346,1992.0,32,Townhouse,1,1,1,1,9827.0,0.4,0.8,5.3,523067
Industrial,2,4,1365,1978.0,46,Townhouse,2,0,1,0,2728.0,1.7,5.0,0.9,186178
Suburban,1,3,900,2006.0,18,Single Family,1,0,1,1,6043.0,2.5,2.1,0.7,142214
Uptown,3,4,2061,1954.0,70,Townhouse,2,0,0,1,8538.0,2.5,7.8,9.5,301458
Suburban,3,3,1678,2009.0,15,Single Family,2,0,0,1,9060.0,0.7,0.1,9.0,308835
Downtown,3,4,1624,2019.0,5,Condo,1,0,0,0,14202.0,1.3,1.0,15.1,448900
Suburban,2,1,1067,1951.0,73,Single Family,2,0,0,0,6487.0,2.4,3.6,2.5,95706
Downtown,1,1,928,,5,Townhouse,2,0,0,1,9783.0,0.1,1.1,0.4,239630
Downtown,5,5,2558,1992.0,32,Condo,0,1,1,1,9699.0,1.4,0.6,6.4,574101
Suburban,2,4,1059,1953.0,71,Single Family,0,0,0,0,6233.0,2.7,12.2,0.5,115505
Uptown,3,2,1790,2005.0,19,Single Family,2,0,0,1,10867.0,0.7,4.1,0.5,380259
Industrial,4,5,2146,2008.0,16,Single Family,3,0,1,1,10004.0,0.9,1.6,0.6,341275
Hillside,3,4,1902,1958.0,66,Single Family,2,0,0,1,7179.0,1.8,1.6,3.2,311748
Hillside,2,2,1542,1952.0,72,Single Family,3,0,0,0,8584.0,0.1,0.0,0.3,243516
Industrial,2,1,1318,1997.0,27,Townhouse,1,0,0,1,5121.0,0.7,7.9,4.5,153812
University,3,5,1492,1992.0,32,Condo,1,0,1,1,5343.0,0.5,3.3,0.2,245071
University,4,5,1933,1950.0,74,Condo,1,0,1,0,7935.0,0.0,0.1,0.4,287092
Downtown,5,6,2852,2006.0,18,Single Family,0,0,1,1,10242.0,0.3,0.4,1.7,678467
Downtown,2,2,1333,2002.0,22,Townhouse,2,0,0,1,6999.0,0.8,3.4,1.4,308221
Uptown,2,2,1649,1965.0,59,Condo,3,0,1,1,6150.0,0.3,0.2,13.7,319475
Riverside,5,5,2599,2000.0,24,Single Family,2,1,0,1,7307.0,1.4,5.7,10.2,510508
Suburban,4,3,2250,2004.0,20,Single Family,2,0,0,0,10485.0,0.9,18.2,0.6,365575
Downtown,4,4,2287,1950.0,74,Single Family,1,0,0,1,3944.0,0.1,4.4,8.8,395048
Hillside,2,3,1055,1977.0,47,Condo,0,1,0,0,10584.0,0.5,2.7,3.5,234149
Uptown,3,3,1761,2002.0,22,Single Family,1,0,0,0,9535.0,0.0,1.3,1.6,343187
Suburban,4,4,1852,2007.0,17,Townhouse,2,0,1,1,3930.0,0.7,0.2,4.0,321145
Uptown,3,4,1643,2022.0,2,Single Family,1,0,0,1,7294.0,0.4,2.6,6.9,391416
Suburban,3,4,1828,2009.0,15,Duplex,3,0,0,1,9908.0,1.7,1.0,0.6,312022
Suburban,1,1,694,,16,Single Family,2,0,0,0,2268.0,0.6,1.7,0.7,133858
Industrial,3,4,1811,1971.0,53,Townhouse,0,0,0,1,4894.0,0.7,0.7,1.6,205545
Downtown,2,2,1000,1957.0,67,Single Family,0,1,0,0,3431.0,1.9,0.6,0.6,157846
Uptown,3,2,1928,1998.0,26,Single Family,2,0,1,0,6266.0,1.0,0.8,1.3,367440
Uptown,5,4,2367,1991.0,33,Townhouse,1,0,1,1,11113.0,1.2,3.4,3.1,516240
Industrial,3,4,1494,1976.0,48,Duplex,2,0,1,1,10394.0,2.8,1.1,5.0,212826
Hillside,4,4,1812,1988.0,36,Single Family,2,0,1,0,6483.0,0.3,0.7,1.1,407033
Hillside,2,1,1184,1974.0,50,Single Family,1,0,0,0,11086.0,6.8,1.1,1.0,204158
University,3,3,1318,1987.0,37,Single Family,1,0,1,0,9990.0,3.5,0.1,4.5,222971
Downtown,5,6,2390,1973.0,51,Single Family,1,0,0,1,11825.0,0.5,4.4,1.4,555284
Downtown,2,2,1519,1973.0,51,Single Family,2,0,0,1,,3.4,1.6,5.1,284616
Riverside,1,1,862,2009.0,15,Townhouse,0,1,0,0,9617.0,2.1,0.2,15.1,176273
Industrial,3,2,1464,1999.0,25,Condo,2,1,0,1,18115.0,4.0,0.7,11.7,250784
Hillside,1,1,945,2015.0,9,Single Family,2,0,0,0,7071.0,1.8,8.2,3.3,178269
Suburban,4,5,2127,1963.0,61,Single Family,2,0,0,0,7805.0,1.7,1.8,1.4,332128
Uptown,5,6,2891,2002.0,22,Single Family,0,0,0,1,7523.0,0.0,0.7,0.2,612169
Downtown,3,3,1858,1981.0,43,Single Family,2,0,1,1,7728.0,1.0,1.1,4.0,417706
Uptown,2,2,1361,1997.0,27,Single Family,2,0,0,0,9674.0,0.3,0.6,11.4,251502
Uptown,3,3,1881,1988.0,36,Single Family,2,0,0,0,8174.0,0.6,0.1,0.2,388783
Riverside,4,4,2073,1989.0,35,Single Family,2,0,1,0,3905.0,5.8,3.7,0.0,352485
Hillside,1,1,884,1991.0,33,Single Family,2,0,0,1,8054.0,0.1,0.7,5.3,160821
Downtown,3,4,2031,1957.0,67,Single Family,2,1,1,0,6421.0,1.9,3.6,0.3,428279
Uptown,3,5,1372,1975.0,49,Single Family,1,0,1,1,2814.0,0.3,1.3,0.3,281234
Downtown,3,5,1893,1961.0,63,Single Family,2,0,0,1,11435.0,0.0,0.4,7.2,391730
Suburban,2,3,1277,1992.0,32,Condo,0,0,0,0,6404.0,1.0,3.2,0.2,213543
Riverside,4,5,2041,2000.0,24,Townhouse,2,1,0,1,9150.0,0.3,0.9,0.4,442566
Suburban,1,2,789,2012.0,12,Condo,3,0,0,0,2000.0,5.0,2.5,2.5,131889
Downtown,2,2,1330,1998.0,26,Single Family,1,0,0,1,9496.0,0.3,3.6,4.2,295387
University,4,5,2091,1976.0,48,Single Family,2,0,0,1,7059.0,0.3,6.6,1.5,318300
Downtown,4,4,2017,1958.0,66,Single Family,2,1,0,1,3335.0,0.0,0.2,1.6,438930
Hillside,1,1,759,1988.0,36,Single Family,0,0,0,0,6344.0,0.6,0.0,3.0,145347
Uptown,2,3,918,2014.0,10,Townhouse,1,0,0,1,5941.0,0.0,1.6,2.1,215026
Uptown,2,2,1155,2020.0,4,Single Family,1,1,1,0,10252.0,1.0,0.6,0.1,355990
Suburban,2,2,1197,2020.0,4,Single Family,2,1,0,1,8271.0,1.1,1.3,0.4,258093
Riverside,2,4,1330,1956.0,68,Single Family,2,0,1,1,3432.0,0.1,0.2,2.6,186029
University,1,1,1292,2021.0,3,Single Family,2,0,0,1,9315.0,0.4,1.4,4.7,207848
Industrial,3,3,1576,2016.0,8,Duplex,2,0,1,1,2000.0,2.7,0.3,4.3,210026
Uptown,4,6,1895,1959.0,65,Single Family,2,0,0,1,4624.0,0.9,3.6,4.0,344424
Hillside,3,4,1557,2020.0,4,Townhouse,1,0,0,1,8043.0,0.9,2.8,4.4,344904
Suburban,3,4,1730,2002.0,22,Single Family,1,0,0,1,6127.0,1.8,0.2,0.1,312429
Suburban,1,1,1017,2006.0,18,Duplex,2,0,0,1,11575.0,1.9,3.6,6.8,186968
Industrial,5,5,2645,1976.0,48,Single Family,3,0,0,1,8507.0,2.2,0.8,6.6,369592
Hillside,4,5,2265,2003.0,21,Townhouse,2,0,0,1,9877.0,2.7,0.9,2.3,463033
Riverside,4,5,2293,1953.0,71,Single Family,2,0,0,0,10000.0,0.4,0.4,0.9,406240
Hillside,4,5,2044,1972.0,52,Townhouse,2,0,0,0,6670.0,0.1,3.6,2.7,381895
Riverside,5,4,2910,1997.0,27,Single Family,1,0,0,1,4803.0,0.7,1.0,2.4,540060
Hillside,3,2,1629,1991.0,33,Single Family,2,0,0,1,7850.0,2.9,0.1,0.8,289441
Hillside,2,4,1321,1952.0,72,Condo,1,0,0,1,10601.0,0.1,6.8,2.8,215256
Downtown,3,3,1959,1952.0,72,Duplex,1,0,1,0,7301.0,1.3,0.6,4.8,397864
Suburban,4,5,2213,1977.0,47,Single Family,2,0,0,1,9772.0,1.8,5.5,4.9,356617
